chr4	15479499	15480099	.	3
chr4	1593263	1593863	.	27
chr4	9552623	9553223	.	25
chr4	8030817	8031417	.	0,1,2,3,16,21,25,26,27,28,30,33
chr4	614072	614672	.	11,12,13,14,24,25,30,31,34,35
chr4	5411308	5411908	.	25,26,27
chr4	14921676	14922276	.	0,2,20,24,25,26,27,30,31,33,34,35
chr4	7538915	7539515	.	21
chr4	17313833	17314433	.	21,22,23,30,31,34,35
chr4	6849100	6849700	.	28,29,30,31,32,33,34,35
chr4	12919537	12920137	.	30
chr4	6975655	6976255	.	24
chr4	7286290	7286890	.	27
chr4	16303818	16304418	.	0,1,2,3,7,8,9,10,11,12,13,19,20,25,26,28,29,30,31,32,33,34,35
chr4	4860410	4861010	.	2
chr4	12762583	12763183	.	1,21
chr4	17399435	17400035	.	21
chr4	5252976	5253576	.	30,31,33,35
chr4	6131646	6132246	.	3,26,27
chr4	18190852	18191452	.	0,1,2,3,7,8,10,11,13,14,15,16,17,18,21,22,23,26,28,29,30,31,32,33,34
chr4	4807678	4808278	.	0,1,2,9,10,11,19,20,24,25,26,27,28,29,30,31,32,33,34,35
chr4	16260175	16260775	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35
chr4	15395695	15396295	.	0,1,2,8,13,14,15,16,17,18,21,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	9739993	9740593	.	25,26
chr4	7174269	7174869	.	11,27,29,30,31,34
chr4	17672851	17673451	.	0,1,3,8,9,10,11,12,14,15,16,17,19,24,26,27,29,30,31,32,33,35
chr4	5923091	5923691	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29
chr4	5146553	5147153	.	31,33
chr4	8661412	8662012	.	27
chr4	13425749	13426349	.	25,26
chr4	17187679	17188279	.	32,33
chr4	60747	61347	.	9,10,11,12,20,24,25,26,29,30,31,32,34,35
chr4	14289186	14289786	.	3,25,26
chr4	11897281	11897881	.	12,21,27,28,29,30,31,32,33,34
chr4	6702873	6703473	.	25,26,28,29,30,31,32,33,35
chr4	12243179	12243779	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35
chr4	6756252	6756852	.	0,1,2,3,8,9,10,11,12,13,14,16,17,19,20,21,24,25,26,27,28,29,30,31,32,33,34,35
chr4	8173063	8173663	.	0,1,2,3,25,30,31,32,34,35
chr4	15224082	15224682	.	27
chr4	14014308	14014908	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,19,20,21,24,25,26,28,29,30,31,32,33,34,35
chr4	6736545	6737145	.	10,11,12,19,20,21,24,25,26,27,30,31,34,35
chr4	15236809	15237409	.	0,34
chr4	17143306	17143906	.	8,13,15,16,19,24,25,26,30,31,32,34,35
chr4	14348372	14348972	.	0,1,3,8,9,10,11,12,13,14,15,16,17,19,20,21,24,25,28,29,30,31,32,33,34,35
chr4	9936619	9937219	.	0,1,2,3,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,24,25,26,27,28,29
chr4	12012230	12012830	.	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	13726960	13727560	.	3,8,10,30
chr4	7737982	7738582	.	27,30,31
chr4	9295577	9296177	.	0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,32,33
chr4	15900527	15901127	.	25,26,27,29,30,31,34,35
chr4	15292270	15292870	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
chr4	16349323	16349923	.	25,26,33
chr4	2762989	2763589	.	1,2,3,25,26,28,29
chr4	17569974	17570574	.	26
chr4	7621275	7621875	.	0
chr4	6364719	6365319	.	0,2
chr4	12766238	12766838	.	25
chr4	1072651	1073251	.	26,30,31,35
chr4	17367376	17367976	.	0,1,2,3,11,14,15,16,17,18,21,22,23,24,25,26,29,30,31,32,33,34,35
chr4	16074687	16075287	.	0,2
chr4	15526148	15526748	.	34
chr4	512742	513342	.	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	7242874	7243474	.	0,1,8,9,10,11,12,13,14,15,16,17,19,20,21,24,25,26,27,29,32,33,35
chr4	7548443	7549043	.	0,1,2,21,28,29,32,33
chr4	11665051	11665651	.	26
chr4	12287839	12288439	.	8,9,10,11,12,13,14,15,16,17,19,20,24,25,26,30,32,33
chr4	9580549	9581149	.	2
chr4	1016575	1017175	.	2,3
chr4	12302535	12303135	.	13
chr4	1571016	1571616	.	26,32
chr4	2518057	2518657	.	8,25,26
chr4	1004970	1005570	.	0,1,2,3,4,6,7,13,21,28,29,30,31,32,33,34,35
chr4	12479795	12480395	.	25
chr4	11180584	11181184	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,20,21,25,26,27,28,29,30,31,32,33,34,35
chr4	13603611	13604211	.	0,2,3
chr4	976694	977294	.	35
chr4	16246592	16247192	.	0,1,3,13,15,19,20,24,25,26,30,31,33,34,35
chr4	6676419	6677019	.	0,1,2,3,8,13,25,26,28,29,30,31,32,33,34,35
chr4	1137399	1137999	.	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,23,24,25,26,27,28,29
chr4	15589730	15590330	.	0,1,2,3,8,21,25,26,27,28,29,30,31,32,33,34,35
chr4	17115835	17116435	.	11
chr4	7113724	7114324	.	0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	10569386	10569986	.	2,25,33
chr4	6751237	6751837	.	0,2,26,30,31,33,34,35
chr4	11859588	11860188	.	29,30,31,32,33,34,35
chr4	14022352	14022952	.	25,26,30,31,32,33,34,35
chr4	8320939	8321539	.	25,26,27,30,31,32,33,34,35
chr4	1207315	1207915	.	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35
chr4	9779265	9779865	.	25,26,30,31
chr4	8950043	8950643	.	27
chr4	1442062	1442662	.	26,27,28,29,31
chr4	7990734	7991334	.	25,26,27
chr4	16136550	16137150	.	18,25,26,29
chr4	14302042	14302642	.	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	6962995	6963595	.	8
chr4	10988987	10989587	.	8,26,32
chr4	11694416	11695016	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	13475265	13475865	.	0,1,2,3,8,9,10,11,12,13,20,21,24,25,26,27,28,29,30,31,32,33,34,35
chr4	12381546	12382146	.	0,1,2,3,8,9,10,11,12,13,14,16,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	7396684	7397284	.	28
chr4	1151159	1151759	.	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	15466858	15467458	.	32,34
chr4	17184794	17185394	.	8,14,15,16,21,23,28,29,32,33
chr4	985695	986295	.	21
chr4	16891708	16892308	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,18,19,21,23,24,25,26,28,29,30,33
chr4	6371930	6372530	.	27
chr4	73515	74115	.	0,2,3,21,29
chr4	143179	143779	.	1,30
chr4	16138908	16139508	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,21,26,29,31,34,35
chr4	5751884	5752484	.	2,3
chr4	17982388	17982988	.	0,1,2,10,11,14,15,16,17,21,26,29,30,31,32,33,34,35
chr4	8104133	8104733	.	25,26
chr4	11133660	11134260	.	8,10,12,14,16,19,24,25,26,28,29,30,31,32,33,34,35
chr4	880577	881177	.	0,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,19,20,21,24,25,26,27,28,29,30,31,32,33,34,35
chr4	12930013	12930613	.	0,1,2,3,8,13,21,30,31
chr4	11517262	11517862	.	30,35
chr4	9556079	9556679	.	13,16,17,21,25,27,28,29,30,31,35
chr4	10062953	10063553	.	0,1,2,3,7,8,9,10,11,12,13,14,15,16,17,28,29,30,31,32,33,34,35
chr4	7198757	7199357	.	27
chr4	8653028	8653628	.	25,26,27,33
chr4	10481912	10482512	.	25,26,34
chr4	9917396	9917996	.	33
chr4	17403134	17403734	.	0,1,4,5,6,7,8,10,11,12,13,14,15,16,17,19,20,21,24,30,31,35
chr4	1415517	1416117	.	7,8,12,13,18,21,23,24,25,26,27,28,29
chr4	16347338	16347938	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	11314916	11315516	.	0,1,2,3,13,14,15,16,17,21,22,28,29,33
chr4	10775918	10776518	.	27,32
chr4	15394258	15394858	.	0,1,2,3,7,24,30,31,32,33
chr4	14727013	14727613	.	9,11,12,13,15,16,21,24,25,27,30,31,34,35
chr4	8567550	8568150	.	25,26,30
chr4	15877133	15877733	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,19,21,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	9112862	9113462	.	25,30,31,32,33,34,35
chr4	14077286	14077886	.	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,24,25,26,27,28,29,30,31,32,33,34,35
chr4	3150557	3151157	.	2,3
chr4	18016552	18017152	.	25,26,27,34
chr4	310987	311587	.	33
chr4	13462696	13463296	.	0,1,2,3,4,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,24,25,26,27,28,29,30,31,32,33,34,35
chr4	6320703	6321303	.	25,27
chr4	12478911	12479511	.	1,3,8,9,10,11,12,13,14,15,16,17,19,20,21,24,25,26,27,30,31,32,33,34,35
chr4	1405042	1405642	.	26,33
chr4	11758839	11759439	.	25,26,30,31,35
chr4	15307425	15308025	.	26
chr4	5741106	5741706	.	3,10,12,14,15,16,17,25,26,27,28,29
chr4	8121674	8122274	.	25,27,33
chr4	4568837	4569437	.	2,3
chr4	7602488	7603088	.	0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	11425577	11426177	.	0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	8342556	8343156	.	25,26,27
chr4	14718980	14719580	.	2,27,30
chr4	1864892	1865492	.	2,3
chr4	10302773	10303373	.	25,26,33,34,35
chr4	15372493	15373093	.	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,21,22,23,24,25,26,28,29
chr4	4381802	4382402	.	2,3
chr4	1555244	1555844	.	34
chr4	13594441	13595041	.	3,30,32
chr4	5668779	5669379	.	0,1,2,3,8,11,13,20,21,25,26,27,28,29,30,31,32,33,34,35
chr4	11993542	11994142	.	0,1,2,3,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,24,25,26,27,28,29,30,31,32,33,34,35
chr4	7041248	7041848	.	27
chr4	18438156	18438756	.	26
chr4	5820732	5821332	.	0,1,2,3,8,9,10,11,12,13,21,24,25,26,27,28,29,30,31,32,33,34,35
chr4	9664193	9664793	.	31,32,33
chr4	5954018	5954618	.	2,3
chr4	13129336	13129936	.	25,26,27,34
chr4	16682256	16682856	.	20,26,30,34
chr4	14076721	14077321	.	0,1,2,3,10,12,17,25,26,28,29
chr4	16370387	16370987	.	30,33,34,35
chr4	9567609	9568209	.	27
chr4	1503337	1503937	.	30,31,32,33,34
chr4	14764680	14765280	.	0,1,2,3,4,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
chr4	18002505	18003105	.	25,30,31,32,33,35
chr4	16355433	16356033	.	30,31,34
chr4	14399630	14400230	.	0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,19,20,21,24,25,26,28,29,30,31,32,33,34,35
chr4	6608285	6608885	.	25,26,27,30,31
chr4	11868766	11869366	.	0,13,14,19,21,24,25,26,30,31,32,35
chr4	5053835	5054435	.	27
chr4	7476031	7476631	.	26,27
chr4	13050635	13051235	.	26
chr4	6018152	6018752	.	25,26,30
chr4	9449632	9450232	.	17,25,26,28,29
chr4	14189037	14189637	.	11,30,31
chr4	18050677	18051277	.	14,15,16,17,22,24,25,26,29,31,34
chr4	17332885	17333485	.	26
chr4	567245	567845	.	31
chr4	2300070	2300670	.	2,3
chr4	12276920	12277520	.	24,30,31
chr4	11736076	11736676	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35
chr4	17147227	17147827	.	0,1,2,3,5,8,25,26,27,28,29,30,31,32,33,34,35
chr4	867483	868083	.	31,32
chr4	12983213	12983813	.	8,9,10,11,12,13,14,15,16,19,20,24,25,26,27,32
chr4	7936294	7936894	.	0,1,2,3,8,9,10,11,12,13,14,17,20,21,24,25,26,27,28,29,30,31,32,33,34,35
chr4	8194866	8195466	.	21,22,23,25,26,27,28,29
chr4	13382944	13383544	.	27
chr4	1042860	1043460	.	31,32,33
chr4	10849885	10850485	.	0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35
chr4	8207147	8207747	.	0,1,2,3,8,9,10,11,12,13,14,15,16,17,19,20,21,24,25,26,28,29,30,31,32,33,34,35
chr4	16336506	16337106	.	30,34
chr4	1178497	1179097	.	0,1,2,3,8,13,17,21,22,23,28,29,33
chr4	3971477	3972077	.	30,31,33
chr4	6249594	6250194	.	27
chr4	15274495	15275095	.	25,26,27,34,35
